id;COT Carbone Organique Total;Antimoine (Sb);Arsenic (As);Baryum (Ba);Cadmium (Cd);Chrome (Cr);Cuivre (Cu);Mercure (Hg);Molybdene (Mo);Nickel (Ni);Plomb (Pb);Selenium (Se);Zinc (Zn);Benzo(a)pyrene;HAP (EPA) - somme;BTEX total;Hydrocarbures totaux C10-C40;Somme 6 PCB;Somme 7 PCB (Ballschmiter);Antimoine cumule (var. L/S);Arsenic cumule (var. L/S);Baryum cumule (var. L/S);Cadmium cumule (var. L/S);Chrome cumule (var. L/S);Cuivre cumule (var. L/S);Mercure cumule  (var. L/S);Molybdene cumule (var. L/S);Nickel cumule (var. L/S);Plomb cumule (var. L/S);Selenium cumule (var. L/S);Zinc cumule (var. L/S);Chlorures cumule  (var. L/S );COT cumule (var. L/S);Fluorures cumule  (var. L/S);Fraction soluble cumule  (var. L/S);Indice  phenol cumule (var. L/S);Sulfates cumule (var. L/S);Filiere d'evacuation resultats bruts;Filiere d'evacuation resultats lixiviation;Filiere d'evacuation finale;sam_ctime;sam_comment;ctx_name;ctx_ouvrage;ctx_timestamp;ctx_x;ctx_y;ctx_z;ctx_tech_depth_high;ctx_tech_depth_low;g;ctx_barcode;ctx_pid;real_tech_depth;elements_declassant;pred_glm_moy_Zn_ XRF;pred_glm_med_Zn_ XRF;pred_glm_30p_Zn_ XRF;pred_glm_70p_Zn_ XRF;pred_glm_moy_che_conduc_new;pred_glm_med_che_conduc_new;pred_glm_30p_che_conduc_new;pred_glm_70p_che_conduc_new;pred_glm_moy_ch_chlorure_new;pred_glm_med_ch_chlorure_new;pred_glm_30p_ch_chlorure_new;pred_glm_70p_ch_chlorure_new;pred_glm_moy_che_fluorures_new;pred_glm_med_che_fluorures_new;pred_glm_30p_che_fluorures_new;pred_glm_70p_che_fluorures_new;pred_glm_moy_S_ XRF;pred_glm_med_S_ XRF;pred_glm_30p_S_ XRF;pred_glm_70p_S_ XRF;pred_glm_moy_Cl_ XRF;pred_glm_med_Cl_ XRF;pred_glm_30p_Cl_ XRF;pred_glm_70p_Cl_ XRF;pred_glm_moy_Pb_ XRF;pred_glm_med_Pb_ XRF;pred_glm_30p_Pb_ XRF;pred_glm_70p_Pb_ XRF;pred_glm_moy_Cu_ XRF;pred_glm_med_Cu_ XRF;pred_glm_30p_Cu_ XRF;pred_glm_70p_Cu_ XRF;pred_glm_moy_Cr_ XRF;pred_glm_med_Cr_ XRF;pred_glm_30p_Cr_ XRF;pred_glm_70p_Cr_ XRF;pred_glm_moy_Ba_ XRF;pred_glm_med_Ba_ XRF;pred_glm_30p_Ba_ XRF;pred_glm_70p_Ba_ XRF;pred_glm_moy_As_ XRF;pred_glm_med_As_ XRF;pred_glm_30p_As_ XRF;pred_glm_70p_As_ XRF;pred_glm_moy_Ni_ XRF;pred_glm_med_Ni_ XRF;pred_glm_30p_Ni_ XRF;pred_glm_70p_Ni_ XRF;pred_glm_moy_Se_ XRF;pred_glm_med_Se_ XRF;pred_glm_30p_Se_ XRF;pred_glm_70p_Se_ XRF;che_sulfates_comp_trees;ch_chlorure_comp_trees;ch_ph_comp_trees;S_ XRF_comp_trees;Mo_ XRF_comp_trees;Sb_ XRF_comp_trees;Ba_ XRF_comp_trees;Se_ XRF_comp_trees;Cl_ XRF_comp_trees
0603P_TE01_61.99-61.49;<1000;1;1.2;48;<0.1;3.3;1.8;<0.05;<1.0;3.9;1.7;<1.0;6.7;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.43;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;23;0 - 10;4;23000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,55E+12;;0603P_TE_01;0603P_TE_01;2019-03-13T11:23:32.000Z;1668742.83630639;8187648.85048895;70.48899999999998;61.99;61.49;MPH;AG2582955J;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);6.873225654320732;6.8821079269711785;5.282489915656688;8.450768739075503;2292.7732900560336;2290.8790244529528;2142.9931894915126;2439.0859551227913;7686134.973467568;6.163146263440497;2.382188076427947;19.851598792026525;0.3664262826803447;0.35390921255830443;-0.20845219332666304;0.9179356579865648;25234.72411637821;2372.885605250377;649.215332991085;7482.850644068399;7.860579508503775e+50;78.06114142244273;15.959814490885297;219.73246963279843;135.24524382830506;1.4700483874338983;0.8827847535095998;2.971913230660493;3.7720806066782115;1.9927108077432685;1.1402644301725324;3.2172733894637844;20.782191136769647;9.309838800940122;5.288893483851767;16.496839824799753;17.981177994871395;8.49278297589762;5.22896579098753;12.6301179388996;1.971812109379736;1.9636947738304416;1.378940514034252;2.5459621379237216;3.3701193576058874;3.401886557472503;2.4673260751595296;4.27020088428862;1.8099532638952605;1.0932905528758945;0.5720237502099218;1.8004283005442994;116.2;4.666666666666667;7.155;396600.0;0.34304;0.19243333333333326;1202.87;0.8305;503.6333333333334
0603P_TE01_61.49-60.99;<1000;0.6;<1.0;21;<0.1;1.6;0.9;<0.05;<1.0;1.7;1.4;<1.0;4.2;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.41;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;17;0 - 10;3;23000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,55E+12;;0603P_TE_01;0603P_TE_01;2019-03-13T11:23:32.000Z;1668742.83630639;8187648.85048895;70.48899999999998;61.49;60.99;MPH;AG2582954I;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);3.4856267324434866;3.46614866902373;1.864136237164356;5.087285103862999;2253.4509629542567;2252.056724827225;2101.309205035788;2403.2124231014577;69183.77940263887;4.239717366843581;1.8428299019546928;11.218594247519043;0.2990389620365444;0.31468197866466885;-0.2288394790595289;0.8591908467149654;28362.441076449613;2618.4507087844117;726.8337222179732;8973.764700929443;6.424862738134334e+31;14.715862029900201;4.292825851022627;39.88307772469234;56.3099143694133;1.2900760296895744;0.7688950290190341;2.4102125997066883;4.813976374180479;1.6816356705154032;0.9612604354116528;2.9369689715649963;24.079268195335;7.7070130829929475;4.011954952399959;14.578997411061625;11.085820375567362;4.909510636348574;2.959824647755436;7.501602277221989;1.4059560491553362;1.3901694695257936;0.8359434192244047;1.9647029546651797;2.2773254152631384;2.2973742810133007;1.5750026178562242;3.029961771519268;1.7554851037607908;1.0410051401408542;0.5808690788471608;1.7671402268019074;116.2;4.666666666666667;6.996666666666667;396600.0;0.34304;0.40693333333333337;1202.87;0.6586333333333334;503.6333333333334
0603P_TE01_60.99-60.49;<1000;<0.5;<1.0;13;<0.1;2.3;1.4;<0.05;<1.0;2;1.1;<1.0;5;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.29;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;24;0 - 10;6;22000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,55E+12;;0603P_TE_01;0603P_TE_01;2019-03-13T11:23:32.000Z;1668742.83630639;8187648.85048895;70.48899999999998;60.99;60.49;MPH;AG2582970G;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);0.4765883326535171;0.4681205230525679;-1.0235551520484525;2.0685240609580933;2043.94972567873;2043.5598371899318;1862.943388379512;2226.060818349677;186703.49619304785;3.764127163156149;1.6699851181073961;10.863981413927998;0.5470836357201359;0.5533664664502382;-0.040214340562653286;1.081688022922371;14890.106236673571;775.7616217147728;177.74039902743218;3244.9962289504924;1.7875347305303584e+38;2.417058961292989;0.6513131776300901;5.8236430568851425;719.2061029184554;1.1075545199319017;0.7008039436400071;1.9355849338265447;1859.3594660680487;1.5684816137165525;0.9303665400612428;2.691952909990436;125.98436540394393;8.560431971756088;4.685135771203422;15.995051098190086;11.689917163430602;5.239761804496983;3.3029969802264647;8.138600450843343;0.8469902461730839;0.8591355516561598;0.2715993676612755;1.391110301097959;2.6283239027833125;2.6242858932532607;1.93315275205342;3.2635464800414145;2.2817451342576565;1.048758160352092;0.5894518616010107;1.7768765471463324;69.25;4.666666666666667;7.155;396600.0;0.34304;0.8062666666666667;1202.87;3.2111771;503.6333333333334
0603P_TE01_59.99-59.49;2000;0.8;2.1;50;0.1;7.0;3.3;<0.05;<1.0;9.5;2.3;<1.0;10;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.37;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0.06;0 - 0.1;0 - 0.05;0 - 0.05;0 - 0.02;23;0 - 10;8;24000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,55E+12;;0603P_TE_01;0603P_TE_01;2019-03-13T11:23:32.000Z;1668742.83630639;8187648.85048895;70.48899999999998;59.99;59.49;MPH;AG2582964J;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);5.8708022896923335;5.956940985029408;3.7868596846787073;7.986985460738253;2621.5840112929504;2623.048313621672;2479.8444736932847;2752.082913117374;180860.50861108012;6.472960253844201;2.4587023553742617;21.816645834733748;0.6637795512274265;0.6610540383772707;0.11557464613961395;1.2123465959299156;218135.77855389653;9482.72290999442;1950.1205549256024;38768.45817070753;6.72551296760497e+39;94.04366605608018;16.476858505870315;307.311393916994;71.67195454075197;1.535322061414833;0.8567536712840904;3.062212401648649;29.719654537534215;1.5260395801775015;0.7419713318294101;2.8976475482211788;8211.594575894307;15.140582502009233;8.35889079668261;27.125115211756054;22.016162849034533;16.177680058541938;10.301306746702759;23.28993055283619;2.1626470477942004;2.126321765867914;1.3544699665490374;2.974657518728713;6.920316316173395;6.864122718346777;5.517838228014301;8.310164996304254;2.1538263818615446;1.1901935927563554;0.6596824211467374;1.8738426633154333;69.25;4.666666666666667;7.155;10236.4;0.34304;0.8062666666666667;41.5275;1.1142;461.66666666666674
0603P_TE01_59.49-58.99;<1000;0.6;2.8;49;0.1;7.4;3.7;<0.05;<1.0;7.4;2.9;<1.0;12;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.35;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;16;0 - 10;7;22000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,55E+12;;0603P_TE_01;0603P_TE_01;2019-03-13T11:23:32.000Z;1668742.83630639;8187648.85048895;70.48899999999998;59.49;58.99;MPH;AG2582957L;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);8.32096738064664;8.379609969071968;6.996252455116237;9.72893755845922;2036.8199423878848;2041.868870987773;1856.782487753577;2218.645399293534;14989.437720299795;4.309391318879195;1.8520385321637465;11.456053310442519;0.643870741597385;0.6479870397761842;0.08742662134272472;1.2155365595864749;26669.73339990207;1415.2312605853297;345.56221544533867;5092.143825138753;6.42656046964781e+52;25.191068772933175;6.107038677656338;73.1416170422152;57.84121239386153;1.5516249513701763;0.8664203779778702;3.2102003662895804;1968.3143859756146;2.5292506265551906;1.4953640860678696;4.1778219115450765;102.22595216044334;13.005516890848991;7.03963012070874;22.95479160245196;220.9867662261983;15.435915693303814;10.064953399270212;22.424126841612363;2.6329773327081623;2.6232318566466097;2.050723345653327;3.2487239010539013;6.067184765833333;6.052310763221536;5.250680918479075;6.890510740879472;1.997729877655838;1.3274889711469384;0.7359220695373534;2.1550595260087886;116.2;8.71;6.996666666666667;10236.4;0.34304;1.1333666666666666;41.5275;1.1142;540.8333333333333
0603P_TE01_58.99-58.49;<1000;<0.5;3.4;62;0.1;6.0;2.9;<0.05;<1.0;5.6;2.7;<1.0;10;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.53;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;11;0 - 10;3;23000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,55E+12;;0603P_TE_01;0603P_TE_01;2019-03-13T11:23:32.000Z;1668742.83630639;8187648.85048895;70.48899999999998;58.99;58.49;MPH;AG2582958M;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);6.033715547989802;6.110271933800044;4.625476888861976;7.531237210807323;2242.681044138808;2242.475528769919;2087.8247765003157;2394.7126623142412;57910.11709907827;6.847960161693676;2.776251780668277;23.259929266135373;0.3003165280937912;0.2711854874167574;-0.23273238957581205;0.8354989277699933;31690.081626239815;3626.1334680200066;1104.2187949457202;11495.017097286333;1.6969131413863538e+29;33.488717416384375;7.270233642594977;98.70765216517752;35.36730930107544;1.3428985744650968;0.7852059434751633;2.4472878622506253;7.08499109530954;2.719058821448698;1.601155271618846;4.302498595738016;222448925828.67856;10.452021419652057;5.5301718882676285;19.42227986127568;15.352543901607985;10.478832726288552;6.596677221905005;16.234580116343352;2.7055414260257904;2.709921943046852;2.105687236583784;3.267204489893885;4.472307045150669;4.453866657220892;3.727080568756907;5.203732874823734;2.041661943054613;1.3159724969378352;0.7602845610433246;2.1389376800047835;33.300000000000004;4.004;6.996666666666667;396600.0;0.34304;0.8856666666666667;1202.87;1.307684378888889;503.6333333333334
0603P_TE01_58.49-57.99;3500;1;5.9;90;0.1;9.1;5.7;<0.05;<1.0;8;4;<1.0;16;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.42;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0.07;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;29;0 - 10;7;23000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,55E+12;;0603P_TE_01;0603P_TE_01;2019-03-13T11:23:32.000Z;1668742.83630639;8187648.85048895;70.48899999999998;58.49;57.99;MPH;AG2582953H;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);14.835686390267455;14.77851289214487;13.362501093551847;16.335302219668687;2377.952122207273;2379.019783013181;2232.277042058197;2519.6488728320733;296423.34457296523;3.2841234942974435;1.5637851183893416;8.517637044410948;0.6593604013809877;0.6520583769157168;0.10974593404288292;1.1918809316997714;37838.489288030716;3315.7954031064137;913.3664418127817;10903.384016035887;8.035701707821676e+30;1800.0679483831755;228.9104986131047;6813.260212731961;555.1228894815679;1.9443001862628464;1.0885979451862435;4.390528493662028;9.545966564501267;4.9578958623149205;2.9069664707175864;8.094648009539432;12407.565291037234;16.477889573845133;9.338069018771266;29.519040731850282;38.86006718345369;28.473575799476514;18.972189936955143;41.58799701033054;4.631833114883062;4.658966107742787;4.000043761066763;5.292368753001806;6.7894031905577465;6.806462679380799;5.856646448998253;7.688428552335348;2.150760283551888;1.4376427694390426;0.8033896067001531;2.3113438650633147;33.300000000000004;4.666666666666667;7.406666666666666;10236.4;2.1095900125;0.19243333333333326;41.5275;1.3025333333333329;461.66666666666674
0603P_TE01_57.99-57.49;<1000;0.5;2.5;33;0.1;6.0;2.7;<0.05;<1.0;4.2;1.7;<1.0;9.1;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.42;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0.02;27;13;5;22000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,55E+12;;0603P_TE_01;0603P_TE_01;2019-03-13T11:23:32.000Z;1668742.83630639;8187648.85048895;70.48899999999998;57.99;57.49;MPH;AG2582947K;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116.2;4.666666666666667;7.155;396600.0;2.1095900125;0.19243333333333326;1202.87;0.049;503.6333333333334
0603P_TE01_57.49-56.99;<1000;<0.5;1.8;26;0.1;4.1;3.9;<0.05;<1.0;5;2.1;<1.0;7.2;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.49;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;31;0 - 10;5;23000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,55E+12;;0603P_TE_01;0603P_TE_01;2019-03-13T11:23:32.000Z;1668742.83630639;8187648.85048895;70.48899999999998;57.49;56.99;MPH;AG2582949M;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);2.735789906435402;2.7491485437239156;1.2037598503472022;4.36820341378136;2341.5131644076305;2341.104962719775;2196.04326010262;2486.9793498315657;140843.2597297686;4.224028342328051;1.9107679694658268;11.610933267227896;0.4617763519600362;0.4593001746106416;-0.08339206088645347;1.0162085678297634;33287.058010257366;3715.279359936366;1137.0688401791242;11224.89591930741;1.1791120804396287e+29;10.077505950541136;2.8621199444304284;25.102668880862524;193.33570931204602;1.1595863709996077;0.7248244112222015;2.199305082243233;4.156580633518403;1.909139606865332;1.0997716236805093;3.3630037974266465;39.03412491570639;11.926157011780035;6.736174761975138;20.88785495449022;12.785094002433866;8.119547522922112;5.175421456411813;12.146252766239607;1.6919070884669658;1.7216604732381926;1.0984053195357204;2.2849936139532288;4.513454701222784;4.540179703516933;3.7764462018417935;5.265113777718421;1.990847536384356;1.1083085734993134;0.6287022649234635;1.8726013246438225;116.2;4.666666666666667;7.155;396600.0;0.5598429833333333;0.5376200000000001;1202.87;1.3025333333333329;503.6333333333334
0603P_TE01_56.99-56.49;<1000;0.7;3.4;90;0.1;36.0;11;<0.05;<1.0;23;4.1;<1.0;37;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;1.4;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0.02;13;0 - 10;13;2700;0 - 0.1;1700;ISDI;ISDI+;ISDI+;1,55E+12;;0603P_TE_01;0603P_TE_01;2019-03-13T11:23:32.000Z;1668742.83630639;8187648.85048895;70.48899999999998;56.99;56.49;MPH;AG2582948L;0.0;Carrotier;Fluorures cumule  (var. L/S)!Sulfates cumule (var. L/S);17.774306931588033;17.698839907004867;14.066087637978187;21.36112836198098;504.3726029716339;506.4600153404463;454.03987628825416;557.7304079932305;117684.49549860256;4.735701776406619;2.051108959157069;13.95186735925316;1.0834674820818486;1.1240298247138194;0.5495883664933933;1.6887276700384448;7676.9184804590905;0.3658430224256621;0.017360402569943697;7.067595155639885;1.2766411153319342e+26;375.06662351707536;56.79557933060386;1148.0827732148082;382.5759518706842;1.6702073026647537;0.9199943716600432;3.427006736851323;16.78659721424046;4.220423979327537;1.8648153335746398;9.43507378069348;111.98146253674936;50.224716353189535;26.05398746620825;90.7325834687783;50.87828488395139;14.885109524650163;5.8050926367720335;33.64050686672691;2.932138105465777;2.921944202421217;1.7099398878623902;4.151539354264567;10.278998081905977;10.262807277421237;7.938978981606054;12.537475714537928;1.2464827737586233;0.4594981261567208;0.17307667678739522;1.0086062683087709;33.300000000000004;6.526666666666667;7.215;466.2389125;0.0;0.8856666666666667;88.95;0.8305;338.4492
0603P_TE01_56.49-55.99;20000;1;2.2;27;<0.1;24.0;7.1;<0.05;<1.0;13;2.4;<1.0;23;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.43;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;14;0 - 10;15;0 - 1000;0 - 0.1;960;ISDI;ISDI+;ISDI+;1,55E+12;;0603P_TE_01;0603P_TE_01;2019-03-13T11:23:32.000Z;1668742.83630639;8187648.85048895;70.48899999999998;56.49;55.99;GV;AG2582951F;0.0;Carrotier;Fluorures cumule  (var. L/S);15.125869069286358;15.129315350096624;12.687085972300215;17.442528241139158;12.200890000070775;12.181926513648465;-111.96328938413215;135.76254557633976;11917903012.624657;2.2452782223824177;1.1389687804678297;4.788706073838588;1.3221345933390465;1.3484052729548162;0.7525988405015407;1.9079434127959345;27.7458863324043;0.13857839287443788;0.018054805051619768;0.9144935916216252;1.770333979296574e+28;51.50184186434767;9.545507962476183;155.37029701454063;37.47067219174636;1.6467861836074758;0.9216324872788166;3.1821964007442385;14.027117939628296;2.6272357952372145;1.2805320917953649;4.995044582635903;24.154364423280946;5.5431004918561015;3.1645944995828392;9.406982905742543;22.106105625216713;11.499008120952555;5.453244353150351;21.814642471188044;2.2941949731621905;2.2941804460293045;1.4352118911158258;3.1240882713187585;6.8480302649262415;6.852218680813833;5.414570367083293;8.256133278071594;1.34059483015712;0.654892468513336;0.3042599810442277;1.236157852994147;34.666666666666664;4.004;7.215;127133.33333333331;0.4895;0.40693333333333337;88.95;0.3001333333333333;637.2333333333335
0603P_TE01_55.99-55.49;2000;<0.5;5.7;160;<0.1;44.0;13;<0.05;<1.0;21;4.8;<1.0;47;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;1.1;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;20;0 - 10;18;3000;0 - 0.1;1700;ISDI;ISDI+;ISDI+;1,55E+12;;0603P_TE_01;0603P_TE_01;2019-03-13T11:23:32.000Z;1668742.83630639;8187648.85048895;70.48899999999998;55.99;55.49;GV;blabla;0.0;Carrotier;Fluorures cumule  (var. L/S)!Sulfates cumule (var. L/S);21.320055531068643;21.08936470180504;17.431669609271587;24.720059646640635;687.7984729663557;691.1246297355049;618.4681623113593;757.1618661065213;2744.3566069999288;2.390919804313117;1.2503761859342235;5.5748712619558445;1.5922638793559143;1.6282718317769689;1.0309666333156788;2.169198319901484;1531.4176312037216;0.04680851712425275;0.0013712131548400091;0.9289561059197904;6.579315601785103e+26;334.77496435230375;43.83291370661671;1084.6711097719888;124.03032534704808;1.7068165798242183;0.990299905973207;3.5100099428564984;41.94429371553797;14.569212124161064;6.953147382153177;29.83984424469344;82.51864472451874;13.933620372112895;8.02280173289499;23.78157016447525;101.51308140028459;41.648901991711575;14.025492219332268;91.03315805078812;4.112793134616177;4.111564140296953;3.0163938881237686;5.1580056733109245;9.09807216702216;9.094704897330512;6.635417883919534;11.560293551649394;1.0994456396038876;0.44725476379283696;0.15302268789493811;1.033090316771077;100.0;4.666666666666667;7.215;16364.333333333336;0.4895;0.8856666666666667;88.95;0.8305;461.66666666666674
0603P_TE01_55.49-54.99;7100;1.1;5.4;39;0.2;19.0;3.1;<0.05;<1.0;31;3.5;<1.0;20;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.37;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;17;0 - 10;14;2500;0 - 0.1;1700;TN+;ISDI+;TN+;1,55E+12;;0603P_TE_01;0603P_TE_01;2019-03-13T11:23:32.000Z;1668742.83630639;8187648.85048895;70.48899999999998;55.49;54.99;GV;AG2582952G;0.0;Carrotier;Nickel (Ni);12.265744582738993;12.596262112038696;4.339516688629532;20.674211023681387;486.918159414169;488.8999597644014;425.849143448261;547.9055691784819;2665.02890137444;2.625369127051588;1.3274980507872554;6.06195085605817;0.9277685900221138;0.8958623326383254;0.3294858281604767;1.4881598542090566;17361423108.6732;44.700117172143486;0.14106812897310025;12212.189040317939;2.9155563498391578e+25;1288.9401083737628;217.24145183247543;4681.004116126591;82.47243375550025;1.7655366719264367;0.9309249635939528;3.8065912980328482;15.98665467554312;0.27294647790792875;0.02081793801810164;2.0836344950211023;32.36924450346782;7.930940864364397;3.276162234754786;18.744880794445656;33.113309778335115;23.55896845620169;14.966567064100435;35.50802047840927;3.4330675744408787;3.472706176574281;0.9954769980199458;5.85512186919012;17.70593127076202;17.59367939031076;12.401789096166372;23.2994709831473;1.855870716511869;1.1676661629459275;0.6518063851345346;1.9444630152461184;100.0;4.666666666666667;7.215;466.2389125;0.4895;0.8613424906666667;88.95;0.8305;590.98
0603P_TE01_54.49-53.99;45000;0.7;1.5;9.5;0.2;3.5;1.6;<0.05;<1.0;4.1;1.4;<1.0;5;<0.050;n.d.;n.d.;26.7;n.d.;n.d.;0 - 0.05;0 - 0.05;0.29;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;19;0 - 10;8;1500;0 - 0.1;610;ISDI;ISDI;ISDI;1,55E+12;;0603P_TE_01;0603P_TE_01;2019-03-13T11:23:32.000Z;1668742.83630639;8187648.85048895;70.48899999999998;54.49;53.99;GV;AG2582888O;0.0;Carrotier; ;8.506614301265188;8.524334661969526;7.50778969173105;9.500096860234633;428.0695488871601;428.8087072402017;386.5731148761869;466.46685167089515;64521.814236146536;1.674205009933039;0.909691772506548;3.435513678395149;0.7899444778081799;0.7663697420685422;0.2158950046651708;1.3432459620388824;15.083040304283578;4.651308127458998;2.08220690833216;9.415840814705376;3.535865030407852e+27;25.90793737749576;5.066210839419523;71.45968940556783;72.32846273578316;1.4014709805333194;0.8113930617967191;2.704215301181464;141.4083092805085;1.3579019295491348;0.7385693504004847;2.3962065636357157;23.93697960724675;1.8688959013316928;1.0314409407684135;3.1891454954818457;28.7032686884133;8.94108110536175;5.5854478431309005;13.929478587679904;1.6315935965141406;1.6549625923166322;1.0406364270674842;2.256604842027679;4.285159323585368;4.282428784471598;3.4561073383219982;5.127056700925683;1.901731283390777;1.1371495861395768;0.6501516616836063;1.8822669339688165;51.0;4.666666666666667;7.215;466.2389125;0.0;0.8613424906666667;24.926666666666666;0.3001333333333333;338.4492
